Agency Name,Agent Name,Birth Date,Age,First,Last,Combined Names, COST 18-19 , PC 18-19 , COST 19-20 , PC 19-20 , COST 20-21 , PC 20-21 , COST 21-22 , PC 21-22 , COST 22-23 , PC 22-23 , COST 23-24 , PC 23-24 , Dollars Captured Above/ Below Value ,Value Capture %, Total Cost , Total PC 
"O2K Worldwide Management Group, LLC - Sports Management and Marketing Group",Eustace King,01/02/2000,25,Akil,Thomas,Akil Thomas, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $157,622 "," $1,078,429 "," $(920,807)",15%," $157,622 "," $1,078,429 "
"O2K Worldwide Management Group, LLC - Sports Management and Marketing Group",Eustace King,07/27/2000,24,Jett,Woo,Jett Woo, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $191,720 "," $(91,720)",52%," $100,000 "," $191,720 "
"O2K Worldwide Management Group, LLC - Sports Management and Marketing Group",Eustace King,01/16/1992,33,Jason,Zucker,Jason Zucker," $5,000,000 "," $4,355,334 "," $6,250,000 "," $4,966,642 "," $4,800,000 "," $1,771,104 "," $6,250,000 "," $1,753,067 "," $5,200,000 "," $4,699,430 "," $5,300,000 "," $1,953,827 "," $13,300,596 ",168%," $32,800,000 "," $19,499,404 "
"O2K Worldwide Management Group, LLC - Sports Management and Marketing Group",Eustace King,10/28/1995,29,Cole,Smith,Cole Smith, $-   , $-   , $-   , $-   , $-   , $-   ," $733,415 "," $291,190 "," $733,659 "," $364,936 "," $775,000 "," $1,159,509 "," $426,438 ",123%," $2,242,073 "," $1,815,635 "
PRIME SPORTS GmbH,Georges Mueller,05/24/1996,28,Pius,Suter,Pius Suter, $-   , $-   , $-   , $-   , $-   , $-   ," $2,750,000 "," $2,730,814 "," $3,750,000 "," $2,788,447 "," $1,600,000 "," $5,262,317 "," $(2,681,578)",75%," $8,100,000 "," $10,781,578 "
The Sports Corporation,Gerry Johannson,01/01/1997,28,Brayden,Burke,Brayden Burke, $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $326,600 ", $-   , $-   , $-   , $-   ," $(226,600)",31%," $100,000 "," $326,600 "
The Sports Corporation,Gerry Johannson,05/02/1992,32,Brett,Connolly,Brett Connolly," $1,500,000 "," $6,246,443 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(4,746,443)",24%," $1,500,000 "," $6,246,443 "
The Sports Corporation,Gerry Johannson,01/18/1992,33,Pheonix,Copley,Pheonix Copley," $650,000 "," $1,479,256 "," $1,050,000 "," $240,303 "," $750,000 "," $66,056 "," $1,500,000 "," $180,978 "," $825,000 "," $2,260,403 "," $1,500,000 "," $497,632 "," $1,550,372 ",133%," $6,275,000 "," $4,724,628 "
The Sports Corporation,Gerry Johannson,01/21/2001,24,Kirby,Dach,Kirby Dach, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,500,000 "," $3,737,615 "," $4,100,000 "," $287,624 "," $2,574,761 ",164%," $6,600,000 "," $4,025,239 "
The Sports Corporation,Gerry Johannson,05/18/1994,30,Chris,Driedger,Chris Driedger," $84,146 "," $268,426 "," $86,585 "," $3,969,110 "," $189,024 "," $5,133,138 "," $2,500,000 "," $1,361,469 "," $3,500,000 "," $88,504 "," $4,500,000 "," $485,718 "," $(446,609)",96%," $10,859,756 "," $11,306,365 "
The Sports Corporation,Gerry Johannson,07/08/1996,28,Haydn,Fleury,Haydn Fleury, $-   , $-   ," $850,000 "," $2,668,241 "," $1,050,000 "," $840,576 "," $1,550,000 "," $892,795 "," $750,000 "," $53,088 "," $775,000 "," $936,622 "," $(416,322)",92%," $4,975,000 "," $5,391,322 "
The Sports Corporation,Gerry Johannson,05/06/1992,32,Brendan,Gallagher,Brendan Gallagher," $3,000,000 "," $5,594,026 "," $4,000,000 "," $5,300,867 "," $2,750,000 "," $3,996,274 "," $5,000,000 "," $578,087 "," $6,500,000 "," $522,111 "," $8,000,000 "," $765,848 "," $12,492,787 ",175%," $29,250,000 "," $16,757,213 "
The Sports Corporation,Gerry Johannson,02/10/1996,28,Alexandar,Georgiev,Alexandar Georgiev, $-   , $-   , $-   , $-   ," $2,200,000 "," $1,288,818 "," $2,650,000 "," $1,268,419 "," $3,600,000 "," $11,445,974 "," $3,700,000 "," $3,653,566 "," $(5,506,777)",69%," $12,150,000 "," $17,656,777 "
The Sports Corporation,Gerry Johannson,04/20/1990,34,Derek,Grant,Derek Grant," $650,000 "," $962,698 "," $700,000 "," $2,833,076 "," $1,250,000 "," $545,847 "," $1,500,000 "," $1,620,568 "," $1,750,000 "," $697,936 ", $-   , $-   ," $(810,125)",88%," $5,850,000 "," $6,660,125 "
The Sports Corporation,Gerry Johannson,05/11/1996,28,Adin,Hill,Adin Hill, $-   , $-   ," $342,637 "," $1,797,384 "," $800,000 "," $2,591,849 "," $1,675,000 "," $1,369,333 "," $2,675,000 "," $8,427,790 "," $5,600,000 "," $5,155,985 "," $(8,249,704)",57%," $11,092,637 "," $19,342,341 "
The Sports Corporation,Gerry Johannson,07/30/2000,24,Joel,Hofer,Joel Hofer, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $775,000 "," $3,301,948 "," $(2,526,948)",23%," $775,000 "," $3,301,948 "
The Sports Corporation,Gerry Johannson,10/09/1996,28,Cameron,Hughes,Cameron Hughes, $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $396,600 "," $250,000 "," $719,435 "," $300,000 "," $740,822 "," $(1,206,857)",35%," $650,000 "," $1,856,857 "
The Sports Corporation,Gerry Johannson,01/06/1994,31,Brett,Kulak,Brett Kulak," $900,000 "," $3,163,255 "," $1,950,000 "," $2,148,902 "," $1,400,000 "," $1,369,414 "," $2,200,000 "," $3,572,339 "," $3,250,000 "," $3,054,445 "," $3,000,000 "," $2,966,144 "," $(3,574,499)",78%," $12,700,000 "," $16,274,499 "
The Sports Corporation,Gerry Johannson,10/16/1998,26,Kole,Lind,Kole Lind, $-   , $-   , $-   , $-   , $-   , $-   ," $79,806 "," $626,852 "," $158,537 "," $862,938 "," $330,488 "," $652,423 "," $(1,573,382)",27%," $568,831 "," $2,142,213 "
The Sports Corporation,Gerry Johannson,06/07/1988,36,Milan,Lucic,Milan Lucic," $7,000,000 "," $63,102 "," $6,000,000 "," $1,774,377 "," $4,000,000 "," $1,448,531 "," $5,000,000 "," $(423,915)"," $4,000,000 "," $499,245 "," $1,000,000 "," $150,686 "," $23,487,974 ",769%," $27,000,000 "," $3,512,026 "
The Sports Corporation,Gerry Johannson,08/02/2000,24,John,Ludvig,John Ludvig, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $401,524 "," $(298,126)"," $699,650 ",-135%," $401,524 "," $(298,126)"
The Sports Corporation,Gerry Johannson,05/24/1997,27,Brennan,Menell,Brennan Menell, $-   , $-   , $-   , $-   , $-   , $-   ," $400,000 "," $64,960 ", $-   , $-   , $-   , $-   ," $335,040 ",616%," $400,000 "," $64,960 "
The Sports Corporation,Gerry Johannson,04/13/1994,30,Elvis,Merzlikins,Elvis Merzlikins, $-   , $-   ," $874,125 "," $6,276,612 "," $3,000,000 "," $3,545,555 "," $5,000,000 "," $3,232,358 "," $5,250,000 "," $(208,982)"," $6,000,000 "," $2,247,363 "," $5,031,219 ",133%," $20,124,125 "," $15,092,906 "
The Sports Corporation,Gerry Johannson,03/28/1995,29,Joshua,Morrissey,Josh Morrissey," $3,150,000 "," $5,132,700 "," $3,150,000 "," $2,973,741 "," $8,000,000 "," $3,556,373 "," $8,000,000 "," $4,628,288 "," $5,200,000 "," $9,460,034 "," $8,000,000 "," $11,066,814 "," $(1,317,950)",96%," $35,500,000 "," $36,817,950 "
The Sports Corporation,Gerry Johannson,02/14/1992,32,Petr,Mrazek,Petr Mrazek," $1,500,000 "," $6,742,056 "," $3,000,000 "," $4,149,364 "," $3,250,000 "," $2,467,474 "," $2,800,000 "," $612,761 "," $4,200,000 "," $1,129,132 "," $4,400,000 "," $3,855,339 "," $193,874 ",101%," $19,150,000 "," $18,956,126 "
The Sports Corporation,Gerry Johannson,02/07/1991,33,Richard,Panik,Richard Panik," $2,800,000 "," $3,130,310 "," $3,200,000 "," $2,615,575 "," $2,200,000 "," $785,200 "," $3,200,000 "," $284,395 "," $2,400,000 ", $-   , $-   , $-   ," $6,984,520 ",202%," $13,800,000 "," $6,815,480 "
The Sports Corporation,Gerry Johannson,05/12/1993,31,Colton,Parayko,Colton Parayko," $6,500,000 "," $9,951,835 "," $5,525,000 "," $5,274,695 "," $3,350,000 "," $1,789,344 "," $5,625,000 "," $7,744,002 "," $7,250,000 "," $2,590,877 "," $8,000,000 "," $5,088,385 "," $3,810,862 ",112%," $36,250,000 "," $32,439,138 "
The Sports Corporation,Gerry Johannson,03/13/1996,28,Brayden,Point,Brayden Point, $-   , $-   ," $5,250,000 "," $14,803,861 "," $6,000,000 "," $10,856,331 "," $9,000,000 "," $6,758,733 "," $9,000,000 "," $12,784,934 "," $11,250,000 "," $10,657,557 "," $(15,361,416)",73%," $40,500,000 "," $55,861,416 "
The Sports Corporation,Gerry Johannson,08/16/1987,37,Carey,Price,Carey Price," $15,000,000 "," $10,964,878 "," $15,000,000 "," $9,914,773 "," $9,750,000 "," $8,148,370 "," $13,000,000 "," $217,745 "," $7,750,000 ", $-   ," $8,500,000 ", $-   ," $39,754,234 ",236%," $69,000,000 "," $29,245,766 "
The Sports Corporation,Gerry Johannson,04/20/1985,39,Brent,Seabrook,Brent Seabrook," $9,000,000 "," $3,584,674 "," $7,500,000 "," $1,077,687 "," $5,000,000 ", $-   ," $6,000,000 ", $-   ," $5,000,000 ", $-   ," $4,500,000 ", $-   ," $32,337,639 ",794%," $37,000,000 "," $4,662,361 "
The Sports Corporation,Gerry Johannson,03/24/2000,24,Ty,Smith,Ty Smith, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $775,000 "," $279,840 "," $495,160 ",277%," $775,000 "," $279,840 "
The Sports Corporation,Gerry Johannson,07/27/1994,30,Carson,Soucy,Carson Soucy, $-   , $-   ," $401,707 "," $3,618,831 "," $1,750,000 "," $2,841,861 "," $3,000,000 "," $2,900,059 "," $3,500,000 "," $3,706,689 "," $4,000,000 "," $2,864,868 "," $(3,280,601)",79%," $12,651,707 "," $15,932,308 "
The Sports Corporation,Gerry Johannson,02/03/1998,27,Sam,Steel,Sam Steel, $-   , $-   , $-   , $-   , $-   , $-   ," $825,093 "," $998,761 "," $825,000 "," $3,487,664 "," $850,000 "," $2,430,988 "," $(4,417,320)",36%," $2,500,093 "," $6,917,413 "
The Sports Corporation,Gerry Johannson,11/24/1997,27,Carsen,Twarynski,Carsen Twarynski, $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $174,680 "," $110,000 "," $399,380 ", $-   , $-   ," $(364,060)",37%," $210,000 "," $574,060 "
The Sports Corporation,Gerry Johannson,01/09/1996,29,Vitek,Vanecek,Vitek Vanecek, $-   , $-   ," $700,000 "," $278,052 "," $700,000 "," $730,522 "," $750,000 "," $3,766,975 "," $3,550,000 "," $5,395,577 "," $3,750,000 "," $379,812 "," $(1,100,938)",90%," $9,450,000 "," $10,550,938 "
Newport Sports Management Inc.,Gregory Landry,01/18/1999,26,Ian,Mitchell,Ian Mitchell, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $775,000 "," $929,280 "," $(154,280)",83%," $775,000 "," $929,280 "
The Will Sports Group,Ian Pulver,11/22/1997,27,Wyatt,Aamodt,Wyatt Aamodt, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $100,000 "," $143,760 "," $(43,760)",70%," $100,000 "," $143,760 "
The Will Sports Group,Ian Pulver,01/03/1991,34,Andrew,Agozzino,Andrew Agozzino," $300,000 "," $902,966 "," $400,000 "," $960,300 "," $400,000 "," $391,499 "," $400,000 "," $419,142 "," $300,000 "," $1,179,532 "," $325,000 "," $560,680 "," $(2,289,119)",48%," $2,125,000 "," $4,414,119 "
The Will Sports Group,Ian Pulver,05/17/1991,33,Andy,Andreoff,Andy Andreoff," $680,000 "," $448,676 "," $750,000 "," $149,776 "," $750,000 "," $(426,945)"," $275,000 "," $491,487 "," $300,000 "," $476,142 "," $325,000 ", $-   ," $1,940,864 ",270%," $3,080,000 "," $1,139,136 "
The Will Sports Group,Ian Pulver,01/30/1997,28,Thomas,Chabot,Thomas Chabot, $-   , $-   , $-   , $-   ," $7,000,000 "," $3,299,978 "," $7,000,000 "," $4,939,788 "," $4,000,000 "," $5,465,046 "," $8,000,000 "," $3,899,902 "," $8,395,286 ",148%," $26,000,000 "," $17,604,714 "
The Will Sports Group,Ian Pulver,12/04/1996,28,Jeremy,Davies,Jeremy Davies, $-   , $-   , $-   , $-   , $-   , $-   ," $125,000 "," $252,595 "," $325,000 "," $249,741 "," $450,000 "," $310,565 "," $87,099 ",111%," $900,000 "," $812,901 "
The Will Sports Group,Ian Pulver,12/25/1995,29,Mark,Friedman,Mark Friedman, $-   , $-   , $-   , $-   ," $700,000 "," $488,541 "," $750,000 "," $1,057,662 "," $750,000 "," $671,701 "," $800,000 "," $519,145 "," $262,951 ",110%," $3,000,000 "," $2,737,049 "
The Will Sports Group,Ian Pulver,02/26/1993,31,Barclay,Goodrow,Barclay Goodrow," $650,000 "," $88,368 "," $1,000,000 "," $1,183,815 "," $850,000 "," $1,776,739 "," $2,500,000 "," $2,636,810 "," $3,000,000 "," $1,704,772 "," $5,100,000 "," $1,180,347 "," $4,529,149 ",153%," $13,100,000 "," $8,570,851 "
The Will Sports Group,Ian Pulver,07/18/1999,25,Miro,Heiskanen,Miro Heiskanen, $-   , $-   , $-   , $-   , $-   , $-   ," $5,000,000 "," $5,253,770 "," $7,000,000 "," $11,879,639 "," $10,000,000 "," $9,841,743 "," $(4,975,152)",82%," $22,000,000 "," $26,975,152 "
The Will Sports Group,Ian Pulver,11/29/1987,37,Matt,Irwin,Matt Irwin," $650,000 "," $853,462 "," $700,000 "," $236,199 "," $700,000 "," $158,064 "," $350,000 "," $417,264 "," $450,000 "," $678,122 "," $450,000 "," $142,520 "," $814,369 ",133%," $3,300,000 "," $2,485,631 "
The Will Sports Group,Ian Pulver,02/06/1997,27,Otto,Leskinen,Otto Leskinen, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $300,000 "," $57,520 ", $-   , $-   ," $242,480 ",522%," $300,000 "," $57,520 "
The Will Sports Group,Ian Pulver,06/06/1999,25,Brady,Lyle,Brady Lyle, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $140,000 "," $106,520 "," $33,480 ",131%," $140,000 "," $106,520 "
The Will Sports Group,Ian Pulver,10/14/2000,24,Matias,Maccelli,Matias Maccelli, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,000,000 "," $5,512,204 "," $(2,512,204)",54%," $3,000,000 "," $5,512,204 "
The Will Sports Group,Ian Pulver,03/25/1994,30,Kurtis,MacDermid,Kurtis MacDermid," $401,829 "," $(33,290)"," $451,829 "," $140,263 "," $850,000 "," $(220,024)"," $900,000 "," $(998,210)"," $975,000 "," $(353,983)"," $1,000,000 "," $(691,183)"," $6,735,086 ",-212%," $4,578,659 "," $(2,156,427)"
The Will Sports Group,Ian Pulver,01/21/2000,25,K'Andre,Miller,K'Andre Miller, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,098,000 "," $4,556,105 "," $(1,458,105)",68%," $3,098,000 "," $4,556,105 "
The Will Sports Group,Ian Pulver,07/29/1993,31,Xavier,Ouellet,Xavier Ouellet," $275,000 "," $444,645 "," $700,000 "," $813,547 "," $425,000 "," $263,350 "," $425,000 "," $309,560 "," $450,000 "," $134,280 "," $450,000 "," $193,720 "," $565,898 ",126%," $2,725,000 "," $2,159,102 "
The Will Sports Group,Ian Pulver,08/18/1998,26,Scott,Perunovich,Scott Perunovich, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $750,000 "," $141,200 "," $775,000 "," $2,569,047 "," $(1,185,247)",56%," $1,525,000 "," $2,710,247 "
The Will Sports Group,Ian Pulver,10/22/1990,34,David,Savard,David Savard," $4,750,000 "," $5,587,027 "," $5,000,000 "," $3,042,079 "," $4,000,000 "," $1,199,770 "," $2,800,000 "," $1,548,404 "," $4,200,000 "," $2,768,077 "," $4,200,000 "," $3,297,835 "," $7,506,808 ",143%," $24,950,000 "," $17,443,192 "
The Will Sports Group,Ian Pulver,01/31/1992,33,Tyler,Seguin,Tyler Seguin," $6,500,000 "," $11,062,791 "," $13,500,000 "," $6,383,314 "," $9,000,000 "," $298,269 "," $13,000,000 "," $5,130,730 "," $13,000,000 "," $6,094,286 "," $8,450,000 "," $8,536,228 "," $25,944,382 ",169%," $63,450,000 "," $37,505,618 "
The Will Sports Group,Ian Pulver,02/05/1997,28,Mitchell,Stephens,Mitchell Stephens, $-   , $-   , $-   , $-   ," $700,000 "," $18,006 "," $775,000 "," $(297,082)"," $426,220 "," $404,380 "," $433,232 "," $747,676 "," $1,461,471 ",267%," $2,334,451 "," $872,980 "
The Will Sports Group,Ian Pulver,09/09/1997,27,Nick,Swaney,Nick Swaney, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $120,000 "," $369,660 "," $150,000 "," $14,960 "," $(114,620)",70%," $270,000 "," $384,620 "
The Will Sports Group,Ian Pulver,08/14/1995,29,Carter,Verhaeghe,Carter Verhaeghe," $609,756 "," $2,315,388 "," $653,902 "," $1,438,308 "," $900,000 "," $5,564,658 "," $1,100,000 "," $8,817,427 "," $3,000,000 "," $10,790,462 "," $5,000,000 "," $10,038,266 "," $(27,700,850)",29%," $11,263,659 "," $38,964,509 "
The Will Sports Group,Ian Pulver,10/03/1999,25,Jesse,Ylonen,Jesse Ylonen, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $200,000 "," $971,680 "," $(771,680)",21%," $200,000 "," $971,680 "
CAA Hockey,J.P. Barry,03/17/1989,35,Mikael,Backlund,Mikael Backlund," $5,850,000 "," $6,087,358 "," $5,850,000 "," $4,897,395 "," $4,350,000 "," $1,679,624 "," $5,350,000 "," $5,632,654 "," $5,350,000 "," $6,473,644 "," $5,350,000 "," $2,513,104 "," $4,816,221 ",118%," $32,100,000 "," $27,283,779 "
CAA Hockey,J.P. Barry,05/26/1997,27,Mathew,Barzal,Mathew Barzal, $-   , $-   , $-   , $-   ," $4,000,000 "," $6,445,042 "," $7,000,000 "," $5,330,571 "," $10,000,000 "," $5,450,386 "," $9,150,000 "," $8,380,446 "," $4,543,555 ",118%," $30,150,000 "," $25,606,445 "
CAA Hockey,J.P. Barry,01/02/1997,28,Gabriel,Carlsson,Gabriel Carlsson, $-   , $-   , $-   , $-   ," $100,000 "," $248,130 "," $750,000 "," $1,688,994 "," $400,000 "," $314,989 ", $-   , $-   ," $(1,002,113)",56%," $1,250,000 "," $2,252,113 "
CAA Hockey,J.P. Barry,01/21/1996,29,Andreas,Englund,Andreas Englund, $-   , $-   ," $700,000 "," $90,427 ", $-   , $-   , $-   , $-   ," $750,000 "," $160,464 "," $1,000,000 "," $278,571 "," $1,920,538 ",463%," $2,450,000 "," $529,462 "
CAA Hockey,J.P. Barry,06/20/1998,26,Dante,Fabbro,Dante Fabbro, $-   , $-   , $-   , $-   , $-   , $-   ," $2,400,000 "," $3,781,548 "," $2,400,000 "," $1,604,357 "," $2,500,000 "," $2,640,899 "," $(726,804)",91%," $7,300,000 "," $8,026,804 "
CAA Hockey,J.P. Barry,08/13/1994,30,Filip,Forsberg,Filip Forsberg," $6,000,000 "," $5,710,236 "," $6,000,000 "," $4,878,137 "," $6,000,000 "," $3,152,535 "," $6,000,000 "," $10,358,170 "," $10,000,000 "," $4,024,880 "," $10,000,000 "," $11,014,034 "," $4,862,008 ",112%," $44,000,000 "," $39,137,992 "
CAA Hockey,J.P. Barry,12/01/1997,27,Carl,Grundstrom,Carl Grundstrom, $-   , $-   , $-   , $-   ," $454,146 "," $794,451 "," $750,000 "," $2,180,503 "," $1,300,000 "," $1,439,041 "," $1,300,000 "," $1,486,913 "," $(2,096,762)",64%," $3,804,146 "," $5,900,908 "
CAA Hockey,J.P. Barry,06/17/1993,31,Dougie,Hamilton,Dougie Hamilton," $5,750,000 "," $5,501,424 "," $6,000,000 "," $7,674,954 "," $6,000,000 "," $8,324,318 "," $6,300,000 "," $2,695,119 "," $6,300,000 "," $10,588,575 "," $12,600,000 "," $1,330,976 "," $6,834,634 ",119%," $42,950,000 "," $36,115,366 "
CAA Hockey,J.P. Barry,05/09/1995,29,Dillon,Heatherington,Dillon Heatherington," $85,000 "," $710,624 "," $175,000 "," $93,720 ", $-   , $-   ," $250,000 "," $371,008 "," $325,000 "," $79,920 "," $325,000 "," $103,840 "," $(199,112)",85%," $1,160,000 "," $1,359,112 "
CAA Hockey,J.P. Barry,03/29/1998,26,Brett,Howden,Brett Howden, $-   , $-   , $-   , $-   , $-   , $-   ," $885,000 "," $2,816,659 "," $1,500,000 "," $1,522,309 "," $2,150,000 "," $1,175,528 "," $(979,496)",82%," $4,535,000 "," $5,514,496 "
CAA Hockey,J.P. Barry,10/06/1990,34,Marcus,Johansson,Marcus Johansson," $4,750,000 "," $4,370,918 "," $5,000,000 "," $2,532,780 "," $4,000,000 "," $1,228,014 "," $1,500,000 "," $2,804,982 "," $1,100,000 "," $6,866,808 "," $2,000,000 "," $2,148,379 "," $(1,601,881)",92%," $18,350,000 "," $19,951,881 "
CAA Hockey,J.P. Barry,07/29/1990,34,Tyler,Johnson,Tyler Johnson," $6,750,000 "," $6,603,857 "," $5,500,000 "," $4,916,194 "," $3,750,000 "," $3,672,854 "," $5,500,000 "," $421,915 "," $3,750,000 "," $1,959,939 "," $4,750,000 "," $1,839,444 "," $10,585,797 ",155%," $30,000,000 "," $19,414,203 "
CAA Hockey,J.P. Barry,06/17/1999,25,Henri,Jokiharju,Henri Jokiharju, $-   , $-   , $-   , $-   , $-   , $-   ," $2,400,000 "," $2,101,863 "," $2,500,000 "," $950,167 "," $2,600,000 "," $4,098,365 "," $349,605 ",105%," $7,500,000 "," $7,150,395 "
CAA Hockey,J.P. Barry,02/10/1998,26,Axel,Jonsson-Fjallby,Axel Jonsson-Fjallby, $-   , $-   , $-   , $-   , $-   , $-   ," $357,317 "," $852,416 "," $391,463 "," $1,412,283 "," $399,390 "," $1,291,755 "," $(2,408,283)",32%," $1,148,171 "," $3,556,454 "
CAA Hockey,J.P. Barry,03/14/1998,26,Tyson,Jost,Tyson Jost, $-   , $-   , $-   , $-   ," $874,125 "," $2,399,673 "," $1,750,000 "," $1,349,577 "," $2,250,000 "," $145,567 "," $2,000,000 "," $145,898 "," $2,833,410 ",170%," $6,874,125 "," $4,040,715 "
CAA Hockey,J.P. Barry,01/12/1995,30,David,Kampf,David Kampf, $-   , $-   ," $1,000,000 "," $1,331,150 "," $1,000,000 "," $97,004 "," $1,400,000 "," $3,904,977 "," $1,600,000 "," $2,120,568 "," $2,400,000 "," $658,707 "," $(712,406)",91%," $7,400,000 "," $8,112,406 "
CAA Hockey,J.P. Barry,11/08/1995,29,Ondrej,Kase,Ondrej Kase," $2,600,000 "," $2,309,494 "," $2,600,000 "," $2,537,485 "," $2,600,000 "," $1,695 "," $1,250,000 "," $3,448,602 "," $1,500,000 "," $(8,524)", $-   , $-   ," $2,261,248 ",127%," $10,550,000 "," $8,288,752 "
CAA Hockey,J.P. Barry,09/13/1996,28,Adrian,Kempe,Adrian Kempe, $-   , $-   ," $1,250,000 "," $2,829,252 "," $2,250,000 "," $2,546,485 "," $2,500,000 "," $5,774,930 "," $5,250,000 "," $9,714,752 "," $5,750,000 "," $7,849,586 "," $(11,715,005)",59%," $17,000,000 "," $28,715,005 "
CAA Hockey,J.P. Barry,09/08/1990,34,Michal,Kempny,Michal Kempny," $3,300,000 "," $4,793,392 "," $2,700,000 "," $3,723,652 "," $1,800,000 "," $5,760 "," $2,200,000 "," $37,431 "," $750,000 "," $13,040 ", $-   , $-   ," $2,176,725 ",125%," $10,750,000 "," $8,573,275 "
CAA Hockey,J.P. Barry,08/11/1994,30,Alexander,Kerfoot,Alexander Kerfoot, $-   , $-   ," $5,000,000 "," $2,809,717 "," $3,600,000 "," $2,816,141 "," $2,700,000 "," $6,108,740 "," $2,700,000 "," $3,692,699 "," $3,000,000 "," $3,466,770 "," $(1,894,067)",90%," $17,000,000 "," $18,894,067 "
